region_id,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SSC20001,491,516,1307,791,570,450,235,174,84,4618,3,0,0,0,5,0,0,0,0,8,0,0,6,0,0,4,0,0,0,10,3,24,44,22,19,9,6,0,4,131,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,0,0,0,9,3,3,0,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,50,29,22,23,6,0,4,167,9,27,50,29,27,23,6,0,4,175,500,543,1357,820,597,473,241,174,88,4793
SSC20002,706,519,331,510,604,412,169,137,85,3473,3,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,3,10,3,8,9,0,5,5,0,43,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,8,9,3,5,5,0,49,6,13,6,8,9,3,5,5,0,55,712,532,337,518,613,415,174,142,85,3528
SSC20003,42,9,17,32,24,62,44,22,0,252,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,10,6,3,0,0,0,4,0,0,0,13,48,12,17,32,24,66,44,22,0,265
SSC20004,128,51,28,84,125,97,48,45,11,617,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,10,8,6,8,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,13,8,6,8,3,0,50,3,6,3,13,8,6,11,3,0,53,131,57,31,97,133,103,59,48,11,670
SSC20005,1047,731,978,1056,824,746,672,572,128,6754,3,0,3,3,0,0,0,0,0,9,0,0,3,3,0,3,3,0,0,12,16,29,23,19,18,12,5,0,3,125,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,26,22,21,15,11,0,3,143,19,29,29,25,21,15,11,0,3,152,1066,760,1007,1081,845,761,683,572,131,6906
SSC20006,999,702,742,679,704,784,332,117,26,5085,3,0,0,3,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,3,25,14,24,15,9,4,6,4,5,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,24,15,9,7,6,4,5,109,28,14,24,18,9,7,9,4,5,118,1027,716,766,697,713,791,341,121,31,5203
SSC20007,895,421,919,1091,783,676,513,277,105,5680,0,0,5,0,0,0,0,3,0,8,0,0,4,0,5,5,3,0,0,17,14,22,28,15,12,18,9,5,0,123,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,14,22,32,21,17,26,17,11,0,160,14,22,37,21,17,26,17,14,0,168,909,443,956,1112,800,702,530,291,105,5848
SSC20008,33,31,9,25,37,55,31,13,11,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,6,36,31,9,28,37,55,31,13,11,251
SSC20009,671,616,1035,567,456,408,253,169,42,4217,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,13,33,11,5,3,7,3,3,83,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,19,33,11,5,6,7,3,3,92,5,19,36,11,5,6,7,3,3,95,676,635,1071,578,461,414,260,172,45,4312
SSC20010,401,260,230,289,374,358,295,190,88,2485,0,0,0,3,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,33,21,14,9,11,18,6,6,3,121,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,14,9,14,21,6,6,3,127,33,21,14,12,14,21,9,9,3,136,434,281,244,301,388,379,304,199,91,2621
SSC20011,1638,995,758,1008,1008,691,401,222,84,6805,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,6,13,86,41,23,14,29,7,3,4,220,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,3,4,0,14,0,0,0,0,0,4,3,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,89,41,27,18,36,19,7,4,254,13,92,41,27,18,36,19,7,4,257,1651,1087,799,1035,1026,727,420,229,88,7062
SSC20012,292,195,136,193,217,141,88,37,14,1313,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,9,4,3,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,3,4,3,0,0,0,27,4,9,4,6,4,6,0,0,0,33,296,204,140,199,221,147,88,37,14,1346
SSC20013,38,19,17,41,29,31,18,9,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,17,41,29,31,18,9,0,202
SSC20014,41,22,15,37,41,49,29,16,3,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,41,22,15,37,45,49,29,16,3,257
SSC20015,856,507,645,693,712,499,242,153,82,4389,0,0,3,0,3,0,0,0,0,6,0,0,3,4,3,0,0,0,0,10,6,22,23,13,13,13,5,3,0,98,3,0,0,0,3,0,0,0,0,6,3,0,3,3,0,0,0,0,0,9,3,0,3,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,15,22,32,20,25,13,5,6,0,138,15,22,35,20,28,13,5,6,0,144,871,529,680,713,740,512,247,159,82,4533
SSC20016,1444,948,1302,1458,1329,1177,866,747,280,9551,0,3,3,0,3,0,3,3,0,15,0,0,0,0,0,5,0,0,0,5,18,40,33,39,10,17,9,3,0,169,0,0,4,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,37,42,16,22,12,3,0,190,18,43,40,42,19,22,15,6,0,205,1462,991,1342,1500,1348,1199,881,753,280,9756
SSC20017,3100,2644,2757,2771,2837,2138,1112,628,209,18196,0,3,3,0,3,3,3,0,0,15,0,0,6,0,0,0,0,0,0,6,41,53,69,37,44,23,15,15,7,304,0,0,0,0,0,3,0,5,0,8,0,0,3,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,53,78,43,48,26,18,20,7,334,41,56,81,43,51,29,21,20,7,349,3141,2700,2838,2814,2888,2167,1133,648,216,18545
SSC20018,1988,1215,1688,1529,1093,1004,1178,1002,356,11053,5,4,3,3,0,3,0,3,0,21,0,0,3,0,0,3,0,0,0,6,19,32,48,30,31,16,14,0,4,194,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,51,37,34,25,17,0,4,219,24,36,54,40,34,28,17,3,4,240,2012,1251,1742,1569,1127,1032,1195,1005,360,11293
SSC20019,43,22,14,29,29,35,30,18,3,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,43,22,14,33,29,35,30,18,3,227
SSC20020,102,66,45,81,106,93,56,29,7,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,0,0,0,0,17,3,8,3,0,3,0,0,0,0,17,105,74,48,81,109,93,56,29,7,602
SSC20021,375,190,176,266,341,329,218,157,94,2146,3,0,0,3,0,3,0,0,0,9,4,3,3,0,0,5,0,0,0,15,132,17,18,12,17,10,18,7,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,20,21,12,17,15,18,7,0,246,139,20,21,15,17,18,18,7,0,255,514,210,197,281,358,347,236,164,94,2401
SSC20022,133,94,112,115,152,149,89,56,34,934,3,0,3,0,0,0,0,0,0,6,3,0,0,3,6,3,0,0,0,15,0,7,22,8,18,17,15,4,0,91,0,0,4,3,3,3,0,0,0,13,0,3,4,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,30,17,27,26,15,4,0,132,6,10,33,17,27,26,15,4,0,138,139,104,145,132,179,175,104,60,34,1072
SSC20023,53,17,26,34,39,69,26,18,9,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,3,0,0,0,15,3,3,0,6,0,3,0,0,0,15,56,20,26,40,39,72,26,18,9,306
SSC20024,1399,843,761,997,1080,1023,754,562,202,7621,5,3,4,0,3,0,0,3,3,21,0,0,0,3,3,0,0,0,0,6,25,61,41,32,42,20,18,11,4,254,0,3,3,0,0,3,0,3,0,12,3,0,3,0,3,0,7,0,0,16,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,67,50,35,51,26,25,14,4,300,33,70,54,35,54,26,25,17,7,321,1432,913,815,1032,1134,1049,779,579,209,7942
SSC20025,38,26,11,32,37,38,22,10,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,38,26,11,32,37,42,22,10,0,218
SSC20026,467,319,451,408,285,311,207,146,127,2721,3,0,4,0,0,3,0,0,0,10,3,0,6,0,5,3,0,0,0,17,6,11,12,10,9,5,3,5,0,61,0,0,3,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,21,18,17,8,3,5,0,92,12,11,25,18,17,11,3,5,0,102,479,330,476,426,302,322,210,151,127,2823
SSC20027,115,55,66,56,90,61,36,10,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,3,0,0,17,5,3,3,0,0,3,3,0,0,17,120,58,69,56,90,64,39,10,0,506
SSC20028,1151,938,1869,1232,975,900,696,395,186,8342,3,3,0,0,3,3,4,0,0,16,0,3,0,3,0,3,0,3,0,12,23,41,50,25,25,27,17,3,7,218,3,0,6,0,3,5,0,3,0,20,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,56,33,28,41,17,9,7,261,29,47,56,33,31,44,21,9,7,277,1180,985,1925,1265,1006,944,717,404,193,8619
SSC20029,64,43,22,48,75,82,49,18,11,412,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,3,3,0,0,3,0,0,0,9,64,46,25,48,75,85,49,18,11,421
SSC20030,69,29,26,40,66,47,41,15,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,12,0,3,3,0,0,0,3,3,0,12,69,32,29,40,66,47,44,18,0,345
SSC20031,79,29,30,27,59,58,29,21,3,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,79,29,36,27,59,58,29,21,3,341
SSC20032,260,191,170,169,214,149,104,26,3,1286,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,14,7,0,5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,7,0,5,0,0,0,0,36,13,14,7,0,5,0,0,0,0,39,273,205,177,169,219,149,104,26,3,1325
SSC20033,2332,1606,2469,2236,1754,1278,671,458,172,12976,3,0,5,0,3,0,0,0,0,11,0,0,0,4,3,3,3,0,0,13,29,62,64,35,21,21,11,11,3,257,3,0,6,0,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,9,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,65,73,39,30,36,14,11,3,303,35,65,78,39,33,36,14,11,3,314,2367,1671,2547,2275,1787,1314,685,469,175,13290
SSC20034,50,26,13,34,52,39,13,7,4,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,7,0,6,3,0,0,19,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,9,3,0,0,31,0,0,3,10,6,9,3,0,0,31,50,26,16,44,58,48,16,7,4,269
SSC20035,1564,947,720,1180,1101,753,449,295,257,7266,0,0,5,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,7,19,28,24,15,15,14,15,7,0,137,0,5,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,28,18,15,21,15,7,0,159,22,33,33,18,15,21,15,7,0,164,1586,980,753,1198,1116,774,464,302,257,7430
SSC20036,1035,739,893,856,809,601,410,355,173,5871,0,6,3,3,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,5,12,17,23,10,12,6,4,6,0,90,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,17,32,13,16,6,4,6,0,109,15,23,35,16,16,6,4,6,0,121,1050,762,928,872,825,607,414,361,173,5992
SSC20037,1362,675,705,1093,910,668,491,308,104,6316,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,15,25,12,14,6,10,4,6,3,95,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,12,17,6,13,4,6,3,105,15,29,12,20,6,13,4,6,6,111,1377,704,717,1113,916,681,495,314,110,6427
SSC20038,1456,886,525,1108,1131,622,381,230,42,6381,0,3,3,3,3,0,0,0,0,12,3,0,0,0,0,0,0,3,0,6,15,14,14,5,5,7,4,3,3,70,0,0,3,0,0,3,3,0,0,9,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,17,8,5,10,7,6,3,91,21,17,20,11,8,10,7,6,3,103,1477,903,545,1119,1139,632,388,236,45,6484
SSC20039,26,26,9,17,26,18,6,8,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,9,17,26,18,6,8,0,136
